Tour;Tournament Year;Tournament #;Permanent Tournament #;Course #;Team ID;Team Number;Player Number;Player Name;Round Number;Event Name;Course Name;Course Par;Course Yardage;Tee Time;Round Score;End of Round Finish Pos. (numeric);End of Round Finish Pos. (text); End of Event Pos. (numeric);End of Event Pos. (text);In Playoff;Eagles;Eagles(Rank);Birdies;Birdies (Rank);Pars;Bogeys;Bogeys (Rank);Doubles;Others;Total Holes Over Par; Bogey Avoidance Rank;Longest Drive;Longest Drives(Rank);Driving Distance(Total Distance);Driving Distance(Total Drives);Driving Distance(Rank);Driving Dist. - All Drives(Tot. Dist.);Driving Dist. - All Drives(# of Drives);Driving Dist. - All Drives(Rank);Drives Over 300 Yards (# of Drives);Driving Acc. %(Fairways Hit);Driving Acc. %(Possible Fairways);Driving Accuracy Rank;Left Rough Tendency(Total Left Rough);Right Rough Tendency(Total Right Rough);App.   50-75 yds(ft);App.   50-75 yds(attempts);App.   75-100 yds(ft);App.   75-100 yds(attempts);App.   100-125 yds(ft);App.   100-125 yds(attempts);Approaches   50-125 Yards(ft);Approaches   50-125 Yards(attempts);Approaches   125-150 Yards(ft);Approaches   125-150 Yards(attempts);Approaches   150-175 Yards(ft);Approaches   150-175 Yards(attempts);Approaches   175-200 Yards(ft);Approaches   175-200 Yards(attempts);Approaches   >200 Yards(ft);Approaches   >200 Yards(attempts);App.   50-75 yds(ft) - Rough;App.   50-75 yds(attempts) - Rough;App.   75-100 yds(ft) - Rough;App.   75-100 yds(attempts) - Rough;App.   100-125 yds(ft) - Rough;App.   100-125 yds(attempts) - Rough;Approaches   50-125 Yards(ft) - Rough;Approaches   50-125 Yards(attempts) - Rough;Approaches   125-150 Yards(ft) - Rough;Approaches   125-150 Yards(attempts) - Rough;Approaches   150-175 Yards(ft) - Rough;Approaches   150-175 Yards(attempts) - Rough;Approaches   175-200 Yards(ft) - Rough;Approaches   175-200 Yards(attempts) - Rough;Approaches   >200 Yards(ft) - Rough;Approaches   >200 Yards(attempts) - Rough;Total Holes Played;Total Greens in Regulation;GIR Rank;Total Distance(ft) Prox to Hole; # of Attempts Prox to Hole;Proximity to Hole (Rank);Fairway Prox(attempts);Fairway Prox(distance in ft);Fairway Prox (Rank);Rough Prox(attempts);Rough Prox(distance in ft);Rough Prox (Rank);Left Rough Prox(attempts);Left Rough Prox(distance in ft);Right Rough Prox(attempts);Right Rough Prox(distance in ft);Going for Green(attempts);Going for Green(non-attempts);Going for the Green(successes);Scrambling Par or Better;Scrambling Missed GIR;Scrambling (Rank);Scrambling Proximity (Total Distance);Scrambling Proximity (# of shots);Scrambling Proximity (rank);Scrambling from the Rough(successes);Scrambling from the Rough(attempts);Scrambling from the Fringe(successes);Scrambling from the Fringe(attempts);Scrambling   >30 Yards(successes); Scrambling   >30 Yards(attempts);Scrambling   20-30 Yards(successes); Scrambling   20-30 Yards(attempts);Scrambling   10-20 Yards(successes); Scrambling   10-20 Yards(attempts);Scrambling   < 10 Yards(successes); Scrambling   < 10 Yards(attempts);Sand Save %(# Saves);Sand Save %(# Bunkers);Sand Save (Rank);Prox to Hole from Sand(Total Distance); Prox to Hole from Sand(# of Shots);Total Hole Outs;Longest Hole Out(yards);Overall Putting Avg(# of Putts); Putting Avg(GIR Putts);One-Putt %(# of One Putts);3-Putt Avoid(Total 3 Putts);Approach Putt Performance(attempts);Approach Putt Performance(ft));Avg Distance of Putts Made(Total Distance of Putts);Putting   3'(attempts);Putting   3'(putts made);Putting   4'(attempts);Putting   4'(putts made);Putting   5'(attempts);Putting   5'(putts made);Putting   6'(attempts);Putting   6'(putts made);Putting   7'(attempts);Putting   7'(putts made);Putting   8'(attempts);Putting   8'(putts made);Putting   9'(attempts);Putting   9'(putts made);Putting   10'(attempts);Putting   10'(putts made);Putting Inside 5' (putts made);Putting Inside 5' (attempts);Putting Inside 5 Feet (Rank);Putting   5' - 10' (putts made);Putting   5' - 10' (attempts);Putting   5' - 10' (Rank);Putting   4'-8'(attempts);Putting   4'-8'(putts made);Putting   4' - 8' (Rank);Putting-Inside 10'(attempts);Putting-Inside 10'(putts made);Putting-Inside 10'(rank);Putting   10'-15'(attempts);Putting   10'-15'(putts made);Putting   10'-15'(rank);Putting   15-20'(attempts);Putting   15'-20'(putts made);Putting   15'-20'(rank);Putting   20'-25'(attempts);Putting   20'-25'(putts made);Putting   20'-25'(rank);Putting   >25'(attempts);Putting   >25'(putts made);Putting   >25'(rank);Putting   > 10' (putts made);Putting   > 10' (attempts);Putting   > 10' (rank);Total Putts Gained;
R;2014;010;464;775;  ;000;10860;Leonard, Justin;01;Frys.com Open;CordeValle GC;71;07379;12:20;070;034; T34;079;  79;;  00000000000;  6;          1;106;         17;;1;;;;001;00000000322;201;00000000589;00000000002;59;00000003867;00000000014;125;          3;00000000009;00000000014;  30;00000000002;00000000002;;000;          6.417;001;         16.250;001;         22.667;00000000002;         76.750;002;        154.333;005;;000;        187.000;005;  ;;;;;;;;;;     36.917;          2;     72.667;          1;;;00000000018;  00000000015;7;        594.500;00000000018;  64;00000000014;    440.750;73;00000000003;    109.583;63;00000000002;     95.000;00000000001;     14.583;  00000000001;00000000002;00000000000;00000000003;00000000003;1;      5.333;          3;1;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000002;00000000003;32;            4.750;00000000002;00000000000;00000000000;00000000032;00000000029;00000000004;00000000000;00000000014;     29.167;00000000491;00000000015;00000000015;00000000000;00000000000;  00000000001;00000000001;00000000000;00000000000;00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         16;         16;1;          2;            2;1;00000000003;00000000003;1;00000000018;00000000018;1;00000000002;00000000000;76;00000000003;00000000000;36;00000000002;00000000000;24;00000000007;00000000000;26;;         14;104;   .188;
R;2014;010;464;775;  ;000;10885;Allenby, Robert;01;Frys.com Open;CordeValle GC;71;07379;07:30;068;010; T10;062; T62;;  00000000000;  6;          5;9;         11;          2;25;;;              2;019;00000000335;67;00000000617;00000000002;19;00000004017;00000000014;82;          5;00000000008;00000000014;  51;00000000001;00000000002;;000;;000;         68.750;003;         68.750;00000000003;         11.917;001;        185.917;006;          8.833;001;         82.000;003;  ;;;;;;;;     36.833;          2;;;;;;;00000000018;  00000000015;7;        417.333;00000000018;  4;00000000014;    357.417;25;00000000002;     36.833;6;00000000001;     18.417;00000000001;     18.417;  00000000000;00000000003;00000000000;00000000001;00000000003;112;     19.250;          2;83;00000000001;00000000001;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;00000000000;00000000000;00000000001;00000000000;00000000001;75;           16.333;00000000001;00000000000;00000000000;00000000030;00000000025;00000000006;00000000000;00000000012;     25.417;00000001226;00000000009;00000000009;00000000003;00000000003;  00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;         13;         13;1;          1;            1;1;00000000001;00000000001;1;00000000014;00000000014;1;00000000005;00000000001;65;00000000006;00000000003;9;00000000001;00000000000;24;00000000004;00000000000;26;          4;         16;19;  2.668;
R;2014;010;464;775;  ;000;12510;Campbell, Chad;01;Frys.com Open;CordeValle GC;71;07379;11:50;074;100;T100;999; CUT;;  00000000000;  6;          1;106;         14;          2;25;          1;;              3;049;00000000323;192;00000000546;00000000002;119;00000003995;00000000014;90;          5;00000000007;00000000014;  75;00000000002;00000000003;;000;;000;         55.000;003;         55.000;00000000003;         88.417;002;        119.667;003;         27.917;001;        118.333;003;  ;;;;     12.333;          1;     12.333;          1;     40.500;          1;     61.750;          1;;;     64.333;          1;00000000018;  00000000011;74;        748.083;00000000018;  109;00000000012;    409.333;96;00000000004;    178.917;83;00000000002;    126.083;00000000002;     52.833;  00000000001;00000000002;00000000000;00000000004;00000000007;56;     53.250;          7;54;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000002;00000000002;00000000003;00000000001;00000000001;00000000002;00000000003;32;           18.250;00000000003;00000000000;00000000000;00000000032;00000000021;00000000005;00000000001;00000000013;     26.417;00000000604;00000000013;00000000012;00000000000;00000000000;  00000000002;00000000002;00000000002;00000000002;00000000001;00000000001;00000000001;00000000000;00000000001;00000000001;00000000001;00000000000;         15;         14;96;          6;            4;31;00000000006;00000000005;35;00000000021;00000000018;64;00000000002;00000000000;76;00000000002;00000000000;36;00000000002;00000000000;24;00000000005;00000000000;26;;         11;104;  .998-;
R;2014;010;464;775;  ;000;12652;Beckman, Cameron;01;Frys.com Open;CordeValle GC;71;07379;12:50;076;119;T119;999; CUT;;  00000000000;  6;;124;         14;          3;61;          1;;              4;082;00000000340;35;00000000583;00000000002;74;00000004050;00000000014;70;          5;00000000007;00000000014;  75;00000000001;00000000004;;000;;000;         94.833;004;         94.833;00000000004;;000;         55.583;003;;000;        313.583;005;  ;;;;     18.000;          1;     18.000;          1;    105.500;          2;     99.333;          2;;;;;00000000018;  00000000011;74;        767.583;00000000018;  113;00000000012;    464.000;111;00000000005;    222.833;82;00000000001;     71.417;00000000004;    151.417;  00000000001;00000000002;00000000000;00000000003;00000000007;91;     51.417;          7;52;00000000001;00000000004;00000000001;00000000001;00000000001;00000000001;00000000000;00000000001;00000000001;00000000003;00000000001;00000000002;00000000001;00000000003;61;           22.250;00000000003;00000000000;00000000000;00000000034;00000000022;00000000003;00000000001;00000000015;     28.833;00000000415;00000000016;00000000015;00000000000;00000000000;  00000000002;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000000;00000000001;00000000000;00000000001;00000000000;         18;         16;116;          5;            2;76;00000000005;00000000003;73;00000000023;00000000018;118;00000000002;00000000000;76;00000000003;00000000000;36;00000000001;00000000000;24;00000000005;00000000000;26;;         11;104; 3.207-;
R;2014;010;464;775;  ;000;19846;Gay, Brian;01;Frys.com Open;CordeValle GC;71;07379;12:30;072;066; T66;999; CUT;;  00000000000;  6;          3;51;         12;          2;25;          1;;              3;049;00000000314;346;00000000569;00000000002;93;00000003850;00000000014;128;          4;00000000009;00000000014;  30;00000000000;00000000003;;000;         26.167;001;         45.000;002;         71.167;00000000003;         99.333;003;         73.917;003;         97.250;002;        164.833;004;  ;;;;;;;;     39.250;          1;     34.750;          1;;;;;00000000018;  00000000010;99;        590.000;00000000018;  62;00000000015;    506.500;92;00000000002;     74.000;64;00000000000;;00000000002;     74.000;  00000000001;00000000002;00000000001;00000000005;00000000008;42;     50.167;          7;50;00000000002;00000000005;00000000001;00000000001;00000000000;00000000001;00000000001;00000000001;00000000002;00000000004;00000000002;00000000002;00000000001;00000000001;1;            3.333;00000000001;00000000000;00000000000;00000000028;00000000018;00000000008;00000000000;00000000010;     15.333;00000001011;00000000012;00000000012;00000000003;00000000003;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000001;00000000000;00000000000;00000000001;00000000000;         15;         15;1;          3;            1;86;00000000002;00000000001;84;00000000018;00000000016;47;00000000003;00000000001;41;00000000002;00000000000;36;00000000001;00000000000;24;00000000004;00000000001;8;          2;         10;34;  1.189;
R;2014;010;464;775;  ;000;19972;Coceres, Jose;01;Frys.com Open;CordeValle GC;71;07379;07:20;078;127;T127;999; CUT;;  00000000000;  6;          1;106;          9;          8;132;;;              8;132;00000000307;507;00000000470;00000000002;132;00000003556;00000000014;132;          1;00000000006;00000000014;  101;00000000004;00000000001;         10.417;001;         31.667;002;          8.583;001;         50.667;00000000004;          8.250;001;         69.333;002;        116.750;002;        191.167;004;       21.833;          1;;;;;     21.833;          1;;;    126.917;          2;;;     70.250;          1;00000000018;  00000000006;131;        725.333;00000000018;  103;00000000013;    436.167;90;00000000004;    219.000;109;00000000002;    142.417;00000000002;     76.583;  00000000000;00000000003;00000000000;00000000004;00000000012;112;     99.833;          9;102;00000000001;00000000002;00000000000;00000000000;00000000001;00000000004;00000000002;00000000004;00000000001;00000000004;00000000000;00000000000;00000000002;00000000004;42;           27.083;00000000004;00000000000;00000000000;00000000028;00000000011;00000000008;00000000000;00000000010;     12.167;00000000778;00000000012;00000000012;00000000000;00000000000;  00000000001;00000000001;00000000004;00000000002;00000000002;00000000001;00000000000;00000000000;00000000003;00000000000;00000000000;00000000000;         13;         13;1;          9;            3;86;00000000007;00000000004;81;00000000022;00000000016;128;00000000003;00000000001;41;00000000001;00000000001;1;00000000001;00000000000;24;00000000001;00000000000;26;          2;          6;3;  .734-;
R;2014;010;464;775;  ;000;20098;Appleby, Stuart;01;Frys.com Open;CordeValle GC;71;07379;12:20;074;100;T100;999; CUT;;  00000000000;  6;          4;22;          7;          7;130;;;              7;127;00000000350;14;00000000596;00000000002;46;00000004075;00000000014;58;          4;00000000005;00000000014;  121;00000000003;00000000005;         12.083;001;         25.000;001;;000;         37.083;00000000002;         60.000;003;         38.667;001;;000;        132.167;003;  ;;     47.333;          2;;;     47.333;          2;     56.583;          2;    171.083;          3;     97.917;          1;    132.167;          1;00000000018;  00000000007;128;        773.000;00000000018;  115;00000000009;    267.917;62;00000000009;    505.083;111;00000000004;    328.583;00000000005;    176.500;  00000000001;00000000002;00000000000;00000000004;00000000011;111;    109.250;         10;99;00000000002;00000000003;00000000000;00000000000;00000000001;00000000004;00000000000;00000000001;00000000002;00000000004;00000000001;00000000002;00000000000;00000000005;75;           53.000;00000000004;00000000000;00000000000;00000000027;00000000010;00000000009;00000000000;00000000009;     21.000;00000001287;00000000010;00000000010;00000000002;00000000001;  00000000002;00000000001;00000000001;00000000001;00000000000;00000000000;00000000003;00000000003;00000000000;00000000000;00000000001;00000000000;         14;         12;127;          5;            4;21;00000000006;00000000005;35;00000000019;00000000016;81;00000000003;00000000001;41;00000000001;00000000000;36;00000000001;00000000000;24;00000000003;00000000001;5;          2;          8;19;  1.120;
R;2014;010;464;775;  ;000;20157;Goosen, Retief;01;Frys.com Open;CordeValle GC;71;07379;12:10;075;110;T110;999; CUT;;  00000000000;  6;          2;72;         10;          6;128;;;              6;120;00000000335;67;00000000627;00000000002;9;00000004124;00000000014;35;          6;00000000003;00000000014;  130;00000000004;00000000002;;000;         44.000;002;         13.500;001;         57.500;00000000003;         44.333;002;        127.333;002;;000;        237.000;003;  ;;;;;;;;     73.917;          2;     77.500;          3;;;     49.167;          1;00000000018;  00000000005;132;        825.583;00000000018;  128;00000000010;    466.167;128;00000000006;    200.583;51;00000000004;    167.083;00000000002;     33.500;  00000000000;00000000003;00000000000;00000000007;00000000013;66;    120.083;         11;99;00000000003;00000000006;00000000000;00000000000;00000000002;00000000004;00000000001;00000000003;00000000003;00000000005;00000000001;00000000001;00000000000;00000000001;75;           48.750;00000000001;00000000000;00000000000;00000000027;00000000008;00000000009;00000000000;00000000009;     17.583;00000001029;00000000010;00000000010;00000000005;00000000005;  00000000000;00000000000;00000000002;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;         15;         15;1;          4;            1;104;00000000003;00000000001;113;00000000019;00000000016;81;00000000002;00000000001;15;00000000001;00000000000;36;00000000001;00000000000;24;00000000004;00000000001;8;          2;          8;19;  1.230;
R;2014;010;464;775;  ;000;20160;Wi, Charlie;01;Frys.com Open;CordeValle GC;71;07379;13:00;067;004;  T4;012; T12;;  00000000000;  6;          4;22;         14;;1;;;;001;00000000320;239;00000000624;00000000002;12;00000003969;00000000014;102;          4;00000000007;00000000014;  75;00000000002;00000000003;;000;         28.667;001;          8.667;001;         37.333;00000000002;         91.667;004;        124.167;003;;000;        227.333;003;  ;;;;;;;;     17.333;          1;    114.667;          3;;;     14.667;          1;00000000018;  00000000010;99;        667.083;00000000018;  84;00000000012;    480.500;116;00000000005;    146.667;32;00000000002;     47.000;00000000003;     99.667;  00000000001;00000000002;00000000001;00000000008;00000000008;1;     30.000;          7;14;00000000002;00000000002;00000000000;00000000000;00000000002;00000000002;00000000002;00000000002;00000000004;00000000004;00000000000;00000000000;00000000002;00000000002;1;            7.750;00000000002;00000000000;00000000000;00000000025;00000000017;00000000011;00000000000;00000000007;     11.750;00000001248;00000000007;00000000007;00000000001;00000000001;  00000000005;00000000005;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;         13;         13;1;          2;            2;1;00000000006;00000000006;1;00000000015;00000000015;1;00000000002;00000000001;15;00000000002;00000000000;36;00000000002;00000000002;1;00000000004;00000000000;26;          3;         10;10;  4.274;
R;2014;010;464;775;  ;000;20229;Cink, Stewart;01;Frys.com Open;CordeValle GC;71;07379;07:40;072;066; T66;077; T77;;  00000000000;  6;;124;         17;          1;8;;;              1;005;00000000328;132;00000000603;00000000002;36;00000004049;00000000014;71;          4;00000000006;00000000014;  101;00000000001;00000000004;;000;          9.917;001;         11.000;001;         20.917;00000000002;         41.667;001;         36.000;003;;000;        226.833;004;  ;;     20.833;          1;      8.417;          1;     29.250;          2;     47.500;          2;;;    115.333;          3;;;00000000018;  00000000012;51;        575.333;00000000018;  57;00000000010;    325.417;85;00000000007;    192.083;24;00000000002;     50.417;00000000005;    141.667;  00000000001;00000000002;00000000000;00000000006;00000000006;1;     13.667;          5;3;00000000002;00000000002;00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;00000000003;00000000003;00000000002;00000000002;00000000001;00000000002;42;           29.167;00000000002;00000000000;00000000000;00000000031;00000000025;00000000006;00000000001;00000000012;     23.083;00000000530;00000000015;00000000014;00000000001;00000000001;  00000000002;00000000002;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;00000000001;00000000001;00000000002;00000000000;         18;         17;79;          4;            1;104;00000000003;00000000002;53;00000000022;00000000018;95;00000000002;00000000000;76;00000000001;00000000000;36;00000000002;00000000000;24;00000000004;00000000000;26;;          9;104; 1.774-;
R;2014;010;464;775;  ;000;20498;Baird, Briny;01;Frys.com Open;CordeValle GC;71;07379;11:50;071;050; T50;026; T26;;  00000000000;  6;          3;51;         12;          3;61;;;              3;049;00000000321;219;00000000564;00000000002;98;00000003992;00000000014;92;          2;00000000009;00000000014;  30;00000000002;00000000002;;000;;000;;000;;00000000000;        128.500;007;          7.250;001;         42.417;001;        149.417;005;  ;;;;;;;;;;     27.250;          1;     67.083;          1;     60.000;          1;00000000018;  00000000012;51;        555.083;00000000018;  45;00000000014;    327.583;15;00000000003;    154.333;102;00000000001;     67.083;00000000002;     87.250;  00000000002;00000000001;00000000001;00000000004;00000000006;30;     96.917;          6;121;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000002;00000000001;00000000002;00000000002;00000000002;00000000001;00000000001;1;            1.917;00000000001;00000000000;00000000000;00000000030;00000000023;00000000008;00000000002;00000000010;     35.000;00000000726;00000000012;00000000012;00000000002;00000000002;  00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;00000000003;00000000001;         15;         15;1;          5;            2;76;00000000002;00000000002;1;00000000020;00000000017;69;00000000002;00000000001;15;00000000002;00000000000;36;00000000001;00000000000;24;00000000005;00000000000;26;          1;         10;64;  .538-;
R;2014;010;464;775;  ;000;20645;Senden, John;01;Frys.com Open;CordeValle GC;71;07379;12:50;073;083; T83;999; CUT;;  00000000000;  6;          2;72;         13;          2;25;          1;;              3;049;00000000339;39;00000000603;00000000002;36;00000004053;00000000014;68;          5;00000000007;00000000014;  75;00000000002;00000000001;         25.667;001;;000;         69.417;003;         95.083;00000000004;         15.417;002;        111.417;003;;000;        193.167;004;  ;;;;;;;;     51.167;          1;     47.083;          2;;;;;00000000018;  00000000012;51;        670.667;00000000018;  85;00000000013;    415.083;79;00000000003;     98.250;48;00000000001;     51.167;00000000002;     47.083;  00000000001;00000000002;00000000000;00000000003;00000000006;67;     26.417;          4;46;00000000000;00000000001;00000000000;00000000000;00000000000;00000000002;00000000001;00000000001;00000000002;00000000003;00000000000;00000000000;00000000001;00000000002;42;           15.833;00000000002;00000000000;00000000000;00000000030;00000000022;00000000006;00000000000;00000000012;     19.333;00000000586;00000000013;00000000013;00000000001;00000000001;  00000000002;00000000001;00000000001;00000000001;00000000001;00000000000;00000000001;00000000000;00000000002;00000000002;00000000000;00000000000;         16;         15;85;          5;            3;49;00000000005;00000000002;108;00000000021;00000000018;64;00000000002;00000000000;76;00000000001;00000000000;36;00000000001;00000000000;24;00000000005;00000000000;26;;          9;104;  .630-;
R;2014;010;464;775;  ;000;20848;Cabrera, Angel;01;Frys.com Open;CordeValle GC;71;07379;12:20;075;110;T110;999; CUT;;  00000000000;  6;          2;72;         11;          4;92;          1;;              5;106;00000000352;12;00000000609;00000000002;25;00000004324;00000000014;2;         10;00000000006;00000000014;  101;00000000001;00000000006;;000;         56.000;003;         18.667;001;         74.667;00000000004;         23.000;002;         77.417;002;;000;        281.250;004;  ;;;;     93.417;          3;     93.417;          3;     36.833;          1;;;    120.000;          1;;;00000000018;  00000000008;125;        777.500;00000000018;  118;00000000012;    456.333;102;00000000005;    250.250;97;00000000001;    120.000;00000000004;    130.250;  00000000001;00000000002;00000000000;00000000005;00000000010;67;     89.583;          9;90;00000000000;00000000002;00000000002;00000000002;00000000000;00000000003;00000000001;00000000002;00000000002;00000000003;00000000002;00000000002;00000000001;00000000003;61;           22.917;00000000002;00000000000;00000000000;00000000029;00000000014;00000000007;00000000000;00000000011;     15.333;00000000887;00000000012;00000000012;00000000002;00000000002;  00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;00000000001;00000000000;00000000001;00000000000;         14;         14;1;          4;            1;104;00000000002;00000000001;84;00000000018;00000000015;92;00000000003;00000000001;41;00000000005;00000000002;17;00000000000;00000000000;;00000000003;00000000000;26;          3;         11;16;  1.298;
R;2014;010;464;775;  ;000;21731;Jacobson, Freddie;01;Frys.com Open;CordeValle GC;71;07379;12:10;076;119;T119;999; CUT;;  00000000000;  6;          2;72;         10;          5;114;          1;;              6;120;00000000335;67;00000000619;00000000002;14;00000004105;00000000014;46;          6;00000000008;00000000014;  51;00000000003;00000000000;;000;;000;         17.417;001;         17.417;00000000001;        143.833;005;         77.583;004;;000;        134.917;003;  ;;;;;;;;     53.000;          1;;;    120.417;          1;;;00000000018;  00000000008;125;        686.750;00000000017;  105;00000000013;    373.750;51;00000000002;    173.417;127;00000000002;    173.417;00000000000;;  00000000002;00000000001;00000000000;00000000005;00000000010;67;    101.833;          7;117;00000000001;00000000001;00000000000;00000000000;00000000000;00000000004;00000000002;00000000002;00000000002;00000000003;00000000001;00000000001;00000000000;00000000003;75;           23.750;00000000002;00000000000;00000000000;00000000029;00000000015;00000000008;00000000001;00000000010;     19.333;00000000817;00000000012;00000000012;00000000000;00000000000;  00000000002;00000000002;00000000000;00000000000;00000000002;00000000001;00000000001;00000000001;00000000001;00000000000;00000000002;00000000000;         14;         14;1;          6;            2;86;00000000005;00000000004;40;00000000020;00000000016;106;00000000002;00000000001;15;00000000003;00000000001;18;00000000000;00000000000;;00000000004;00000000000;26;          2;          9;28;   .587;
R;2014;010;464;775;  ;000;21753;Davis, Brian;01;Frys.com Open;CordeValle GC;71;07379;08:20;070;034; T34;033; T33;;  00000000000;  6;          2;72;         15;          1;8;;;              1;005;00000000310;443;00000000571;00000000002;87;00000003909;00000000014;119;          2;00000000011;00000000014;  4;00000000002;00000000000;         21.333;001;;000;          6.167;002;         27.500;00000000003;         94.167;004;         58.667;002;         85.917;002;        276.750;005;  ;;;;;;;;;;;;     46.083;          1;;;00000000018;  00000000010;99;        697.000;00000000018;  95;00000000016;    543.000;94;00000000001;     46.083;91;00000000001;     46.083;00000000000;;  00000000001;00000000002;00000000000;00000000007;00000000008;11;     48.917;          8;41;00000000000;00000000001;00000000001;00000000001;00000000001;00000000001;00000000000;00000000001;00000000004;00000000004;00000000002;00000000002;00000000003;00000000003;1;            8.417;00000000003;00000000000;00000000000;00000000026;00000000018;00000000010;00000000000;00000000008;     10.417;00000000472;00000000016;00000000015;00000000001;00000000001;  00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;         18;         17;79;          2;            1;57;00000000002;00000000002;1;00000000020;00000000018;34;00000000000;00000000000;;00000000000;00000000000;;00000000001;00000000000;24;00000000005;00000000000;26;;          6;104;  .251-;
R;2014;010;464;775;  ;000;21961;Howell III, Charles;01;Frys.com Open;CordeValle GC;71;07379;12:20;072;066; T66;033; T33;;  00000000000;  6;          1;106;         15;          2;25;;;              2;019;00000000336;59;00000000615;00000000002;21;00000004312;00000000014;3;         10;00000000008;00000000014;  51;00000000003;00000000002;          6.917;001;         55.500;002;         19.000;001;         81.417;00000000004;        111.250;004;         28.833;002;;000;        146.167;003;  ;;     51.833;          2;      9.917;          1;     61.750;          3;     22.917;          1;;;     21.500;          1;;;00000000018;  00000000016;1;        473.833;00000000018;  14;00000000013;    367.667;47;00000000005;    106.167;8;00000000003;     52.583;00000000002;     53.583;  00000000000;00000000003;00000000000;00000000002;00000000002;1;      5.417;          2;3;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000001;00000000001;00000000001;00000000001;1;            4.083;00000000001;00000000000;00000000000;00000000035;00000000033;00000000003;00000000002;00000000015;     24.750;00000000361;00000000014;00000000014;00000000003;00000000002;  00000000001;00000000001;00000000001;00000000000;00000000001;00000000001;00000000000;00000000000;00000000001;00000000000;00000000001;00000000000;         18;         17;79;          4;            1;104;00000000003;00000000002;53;00000000022;00000000018;95;00000000002;00000000000;76;00000000004;00000000000;36;00000000002;00000000000;24;00000000005;00000000000;26;;         13;104; 2.783-;
